listing_type,link,sqm,rooms,description,price,rented_for,elevator,mamad,parking,tama38,views,date_advertised,date_last_seen_active,listing_id,city,neighborhood,street,floor,property_type,ad_number,error
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/yxr5z1yz,135,6.5,בניין מיועד פינוי בינוי,0,,False,False,False,False,23,2026-09-07 13:17:23,2026-09-10T13:54:51+00:00,yxr5z1yz,בני ברק,,הרב דנגור 20,2,דירה,74722563,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/efto9e2b,100,5.0,"נכס במרכז בני ברק  כ-120מ""ר .  קומה ראשונה. 3 כיווני אויר. בוצעה הרחבה בהיתר לפני 3 חודשים .דירה מרווחת ביותר. סלון ענק. + הול.  אידיאלית למשפחה גדולה. בניין פינתי. כניסה מיידית",10000,,False,False,False,False,,2025-03-17 09:11:54,2026-09-10T13:54:51+00:00,efto9e2b,בני ברק,הר שלום,רבי יהושע,1,דירה,46030068,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/t5flwqzj,90,4.0,"במקום מנצח בפרדס כץ, שכנים נהדרים. רוב משפחות חרידיות.  פוטנציאל לפינוי בינוי.
קומה שלישית ואחרונה. 90מ""ר.
4 חדרים אוכל.  מרפסת גדולה + מרפסת שרות +הול. ניתן לחבר את ההול עם הסלון  .ניתן לשנות הדירה ולהגיע בקלות ל5 חדרים
כניסה מיידית",10000,,False,False,False,False,,2026-06-03 22:17:14,2026-09-10T13:54:51+00:00,t5flwqzj,בני ברק,פרדס כץ,השניים,3,דירה,88815570,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/3hvk5fas,35,2.0,דירה להשקעה. הוסבה ל-2 יחידות דיור מושכרות,850000,mentioned (amount unclear),False,False,False,False,239,2026-07-19 21:26:42,2026-09-10T13:46:54+00:00,3hvk5fas,בני ברק,"הפועל המזרחי ד', שיכון ד'",ירושלים,0,דירה,82669709,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/vsmvtvii,30,2.0,"בטאבו משולש יחידת דיור 30מ""ר משופצת מהיסוד חדשה 
ק""ג",850000,,False,False,False,False,,2026-09-09 14:38:34,2026-09-10T13:54:51+00:00,vsmvtvii,בני ברק,גבעת סוקולוב,אבן שפרוט,3,דירה,47981949,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/7fdz1xw6,40,2.0,"טאבו רגיל. לא מחולקת, לא טאבו משותף, הדירה רשומה בטאבו רגיל ומסודר .
למכירה מיידית דירת 2 חדרים בטאבו רגיל קומה ראשונה אין מחיר כזה בשוק מציאה אמיתית בלעדי ל'אפיקי נדלן בועז'",890000,,False,False,False,False,,2026-06-18 00:11:01,2026-09-10T13:54:51+00:00,7fdz1xw6,בני ברק,פרדס כץ,,1,דירה,57328305,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/k1la9jde,50,2.5,"באברהם בן דוד
דירת 50 מ""ר
קומה 4 - חזית
במצב מצוין
טאבו משולש
אופציה למשכנתא
",1080000,,False,False,False,False,148,2026-08-16 09:23:06,2026-09-10T13:54:51+00:00,k1la9jde,בני ברק,קרית ויז'ניץ,אברהם בן דוד,4,דירה,64078603,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/4my3wacu,52,2.0,דירה מצויינת למגורים או להשקעה קרובה להכול בתי ספר מרכזי קניות תחבץ בתי כנסת היזדמנות נדירה כל הקודם זוכה מחיר מציאה אין דברים כאלה דירה בגודל 48 מטר לא למתווכים פוטצניאל נדיר מאוד,1180000,,False,False,False,False,,2026-09-07 18:42:22,2026-09-10T13:54:51+00:00,4my3wacu,בני ברק,הר שלום,רבי עקיבא 36,1,דירת גן,85651166,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/0djc7dwj,45,2.5,"הרב קוק. מושכרת 3,600. מזגנים",1190000,3600,False,False,False,False,,2026-05-05 14:30:37,2026-09-10T13:46:54+00:00,0djc7dwj,בני ברק,,הרב אברהם יצחק הכהן קוק,2,דירה,66250190,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/np9oi6e8,30,2.0,"דירה קטנה. מושכרת ב 3000 ש""ח. רשומה בטאבו",1190000,3000,False,False,False,False,212,2026-07-30 14:12:50,2026-09-10T13:46:54+00:00,np9oi6e8,בני ברק,,רבי עקיבא,0,דירה,57902532,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/idxigv19,35,2.0,"למכירה דירת 2 חדרים משופצת ברחוב רבי טרפון, בני ברק! 
 קומת קרקע
 כ35 מ""ר בטאבו משותף
 משופצת מהיסוד
 מושכרת כיום - מתאימה גם למשקיעים
 חלוקה נוחה וניצול מצוין של השטח
 ממוקמת באזור מבוקש מאוד, סמוך לרחוב רבי עקיבא
 קרובה למרכזי קניות
 בתי כנסת במרחק הליכה
 סמוכה למוסדות לימוד
 הזדמנות מצוינת למגורים או להשקעה באזור מרכזי ומבוקש בבני ברק",1200000,mentioned (amount unclear),False,False,False,False,,2026-06-01 11:44:33,2026-09-10T13:54:51+00:00,idxigv19,בני ברק,,רבי טרפון,0,דירה,47291762,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/aohuvaeu,55,3.0,"בהרצוג דירת 3 חדרים כ55 מ""ר משופצת נאה ונעימה ומטופחת.
מה בנכס: 2 חדרי שינה, סלון ומטבח, אמבטיה, דוד שמש  וסוכה. אופציה ממשית למרפסת קטנה וחמודה, פרטיות מושלמת. אופציה לחדר נוסף.
מיקום פצצה: מרחק דקות מהרכבת הקלה, רחוב שקט ורגוע פסיעה מרבי עקיבא. 
נמכרת ייחד עם הדירה מתחתיה.. חפשו באתר דירה נוספת בבניין זה",1300000,,False,False,False,False,,2026-06-10 21:27:59,2026-09-10T13:55:42+00:00,aohuvaeu,בני ברק,הר שלום,הרב הרצוג 43,4,דירה,53561692,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/l6bgh4z8,50,2.5,"יחידת דיור חדשה חדשה משופצת ברמה הגבוהה ביותר כולל מרפסת סוכה חדר שינה מרווח ומפואר מאובזרת קומפלט אמבטיהדו''ש מזגנים הכל חדש חדש  מקום קרוב להכל אזור שקט לבעלי הון עצמי גבוה 
טאבו משותף",1300000,,True,False,False,False,95,2026-09-07 17:06:31,2026-09-10T13:55:42+00:00,l6bgh4z8,בני ברק,פרדס כץ,דרך זאב ז'בוטינסקי 59,4,דירה,54229692,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/3ihifm6l,40,1.5,"מציאה ! ! הדירה הכי זולה בעיר ! ! טאבו רגיל ! !  
ברחוב הרב קוק/חברון דירת 1.5 חדרים 40 מ""ר + אופציה ממשית לבניית ממ""ד.
נכס בבלעדיות משרד התיווך.
מחיר גמיש ! !",1320000,,False,False,False,False,,2025-03-10 12:01:34,2026-09-10T13:55:42+00:00,3ihifm6l,בני ברק,הר שלום,הרב אברהם יצחק הכהן קוק,0,דירה,62861613,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/t0ghbuli,40,2.0,"בלעדי ""בתיווך סלומון נכסים והשקעות""
רחוב הרב קוק קרוב לרחוב טבריה דירת 2 חדרים כ 40 מ""ר עורפית ושקטה 
חצי קומה לעלות מהבנין כניסה מיידית 
מחיר מציאה !!!!
 מחיר גמיש",1320000,,False,False,False,False,,2026-06-24 13:13:17,2026-09-10T13:55:42+00:00,t0ghbuli,בני ברק,הר שלום,הרב אברהם יצחק הכהן קוק,1,דירה,63555086,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/19qk1852,28,2.0,"ממש מול מתחם bbc, צמוד לרכבת הקלה, מרכזי קניות ובילוי.
דירת 2חד משופצת מהיסוד.
28מר.
קומה 1 בבניין של 4 קומות.
עורפית ושקטה מאד עם שני כיווני אוויר.
ניתן לרכוש את הדירה עם שוכר טוב בחוזה או לפנות אותו ולקבל דירה ריקה.
יש שני מזגנים ודוד חשמל חדש.
מסירה מיידית",1350000,,False,False,False,False,,2025-12-30 16:08:43,2026-09-10T13:55:42+00:00,19qk1852,בני ברק,גבעת רוקח,דרך זאב ז'בוטינסקי 24,1,דירה,52907256,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/4eae5tz2,52,3.0,"דירת 3 חדרים
52 מ""ר
קומה קרקע מתוך 6
חצר 10 מ""ר סוכה
בניין חדיש ומטופח
מעלית
חדר שירותים ורחצה
חזיתית
כ""א מערב צפון
מזגן
פינוי מידי",1350000,,True,False,False,False,,2026-02-25 17:44:57,2026-09-10T13:55:42+00:00,4eae5tz2,בני ברק,שיכון ההסתדרות,יצחק שדה 22,0,דירה,79060948,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/oosidz6c,45,2.5,"מחפשים דירה להשקעה/ מגורים ? 
רוצים דירה עם כניסה פרטית ושקטה? 
נדירה
ברחוב ירושלים/אהרונוסון 
2.5 חדרים 45 מ""ר ק""ק חזית
דירה בטאבו ובהיתר. 
מחיר גמיש.
נכס בבלעדיות משרד התיווך",1350000,,False,False,False,False,,2026-04-12 07:18:51,2026-09-10T13:55:42+00:00,oosidz6c,בני ברק,"הפועל המזרחי ב', שיכון ב'",ירושלים 55,0,דירה,85710186,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/pkifsirq,25,1.0,"למכירה דירת קרקע כ-25 מ""ר ברחוב פנחס אפשטיין, במערב בני ברק על גבול רמת גן. מושכרת לשוכר ותיק המעוניין להמשיך להתגורר בנכס. מתאימה למשקיעים המחפשים הכנסה שוטפת לצד פוטנציאל השבחה, עם אפשרות הרחבה משמעותית בדומה לדירות סמוכות באזור. מיקום מרכזי ונגיש",1390000,mentioned (amount unclear),False,False,False,False,,2026-07-16 20:08:56,2026-09-10T13:55:42+00:00,pkifsirq,בני ברק,הר שלום,,0,דירה,75412339,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/ruzn2och,25,1.0,"דירת קרקע כ-25 מ""ר עם פוטנציאל הרחבה משמעותי. באזור קיימות דירות זהות שהורחבו בכ-60 מ""ר. מושכרת לשוכר ותיק ואמין, המעוניין להמשיך להתגורר בנכס - הזדמנות מצוינת למשקיעים המחפשים הכנסה מיידית לצד פוטנציאל השבחה",1399999,mentioned (amount unclear),False,False,False,False,,2026-07-13 13:39:42,2026-09-10T13:55:42+00:00,ruzn2och,בני ברק,הר שלום,פנחס אפשטיין,0,דירה,65666636,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/713nkiah,50,2.0,"בשמעון הצדיק (לבעלי הון עצמי גבוה) 2חד' 50מ""ר קומת קרקע משופצת",1400000,,False,False,False,False,,2026-06-03 12:47:30,2026-09-10T13:55:42+00:00,713nkiah,בני ברק,,,0,דירה,75013272,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/dvusw5rm,62,2.5,,1420000,,False,False,False,False,67,2026-08-27 14:30:39,2026-09-10T13:55:42+00:00,dvusw5rm,בני ברק,קרית נדבורנא,רב אמי,4,דירה,53971191,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/18imf6b6,39,2.0,"דירת 2 חדרים מהממת , במקום פריים לוקיישן  בקומה 1 , תחב""צ מתחת לבניין",1450000,,False,False,False,False,,2026-06-02 11:44:26,2026-09-10T13:55:42+00:00,18imf6b6,בני ברק,,דרך זאב ז'בוטינסקי,1,דירה,86539457,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/dxy9zwt4,61,2.0,"דירת גן 2 חדרים עם אופציה להרחבה , מסודרת, משופצת  בבניין מטופח ושמור, ציבור חרדי יציאה מתוך הבית לחצר קטנה מגודרת כניסה ישירה לבית ללא מדרגות",1450000,,False,False,False,False,153,2026-08-31 10:37:12,2026-09-10T13:55:42+00:00,dxy9zwt4,בני ברק,פרדס כץ,הרב דנגור 7,0,דירת גן,46922561,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/p72dbqyp,45,2.5,"בורוכוב 
קומת קרקע 
מושכרת 4,500 
2.5 חדרים 
משופצת 
חצר קטן 
רחוב שקט וללא מוצא 
קרובה לתחנת הרכבת הקלה 
כניסה פרטית",1450000,4500,False,False,False,False,,2026-05-05 14:47:11,2026-09-10T13:55:42+00:00,p72dbqyp,בני ברק,,בורוכוב,0,דירה,82993885,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/6u33wz9p,45,2.0,"בלעדי בתיווך ""סלומון נכסים והשקעות"" ברב קוק קרוב לטבריה דירת 2' חדרים עורפית ושקטה 
חצי קומה (5 מדרגות) סלון גדול +סוכה בסלון 
מטבח משופץ . שרותים ואמבטיה משופצים +חדר שינה מרווח מחיר מציאה 
+גמישות במחיר לרציניים",1480000,,False,False,False,False,,2026-02-08 13:59:01,2026-09-10T13:55:42+00:00,6u33wz9p,בני ברק,הר שלום,הרב אברהם יצחק הכהן קוק,0,דירה,43503291,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/n3ijuq33,50,2.0,"דירת 2 חדרים.
  קומה 1 מתוך 4.
 50 מ""ר בנוי.
 בקרבת גנים ובתי ספר.
 מרחק הליכה מתחנת הרכבת הקלה (אהרונוביץ)
 קרובה לצירים מרכזיים (זבוטינסקי ודרך אם המושבות)",1480000,,False,False,False,False,,2026-02-05 18:41:09,2026-09-10T13:55:42+00:00,n3ijuq33,בני ברק,פרדס כץ,בנימין אברהם 18,1,דירה,69410014,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/8jg37abn,55,2.5,"אין מחיר כזה דירה למכירה בטאבו במרכז רחוב השניים בניין חרדי 2.5 חדרים 55 מ''ר ק''ב אחרונה אופציה על הגג מחיר מעולה מכירה מיידית 
בלעדי ל''אפיקי נדלן בועז''",1500000,,False,False,False,False,,2026-05-27 19:05:15,2026-09-10T13:55:42+00:00,8jg37abn,בני ברק,פרדס כץ,השניים,2,דירה,53563885,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/0prggacg,40,2.0,דירה קומה 1 ואחרונה ניתן לבנות השכן מהצד הוסיף 2קומות יש חדר מדרגות ל2 קומות נוספות,1520000,,False,False,False,False,,2026-06-15 17:00:17,2026-09-10T13:55:42+00:00,0prggacg,בני ברק,הר שלום,ישעיהו הנביא 7,1,דירה,83261711,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/p4lfq1hk,50,3.0,"3 חדרים בשטח של כ-50 מ""ר, בקומת קרקע, בעלת שני כיווני אוויר (צפון ודרום).

פוטנציאל להרחבה, בכפוף לבדיקת הזכויות ולקבלת האישורים הנדרשים על פי דין.

מתאימה למגורים או להשקעה.

מדובר דירת יורשים - המוכרים מעוניינים להשלים את העסקה בפרק זמן קצר. 

מחיר העסקה סופי",1520000,,False,False,False,False,,2026-08-26 13:29:29,2026-09-10T13:55:42+00:00,p4lfq1hk,בני ברק,תל גיבורים,שדרות הרב יוסף חיים 10,0,דירה,68977664,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/vzzlx91a,44,2.5,דירה מוארת קומה אחרונה יש היתר לבנות בגג 33מ''ר,1550000,,False,False,False,False,,2024-11-28 14:37:21,2026-09-10T13:55:42+00:00,vzzlx91a,בני ברק,הר שלום,טבריה 3,3,דירה,68937634,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/x252n6bl,70,3.0,"הדירה הינה בדמי מפתח דירה שמורה, נאה ומטופחת",1550000,,False,False,False,False,395,2026-08-02 01:53:36,2026-09-10T13:56:10+00:00,x252n6bl,בני ברק,מרכז העיר,הרב מלצר 12,2,דירה,76075117,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/4quc431a,57,3.0,מציאה בבלעדיות בקהילות יעקב משופצת ויפה,1560000,,False,False,False,False,,2025-09-11 19:54:15,2026-09-10T13:56:10+00:00,4quc431a,בני ברק,נווה און,קהילות יעקב,0,דירה,83143285,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/kefi70xx,54,2.0,"מציאה א.דנגור
2חד כ54מר מעטפת מוכנה לבניה",1570000,,False,False,False,False,,2026-05-06 15:24:12,2026-09-10T13:56:10+00:00,kefi70xx,בני ברק,פרדס כץ,הרב דנגור,1,דירה,47880419,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/scg25tls,55,2.5,"הזדמנות מצוינת באזור הרב שך המבוקש דירת 2.5 חדרים, כ-55 מ""ר, בקומה 1 ברחוב סוקולוב. הדירה כוללת סלון מרווח, חדר שינה, מטבח נפרד, חדר שירותים וחדר אמבטיה. יתרון משמעותי מעטפת של כ-11 מ""ר, עם פוטנציאל להרחבה ותכנון עתידי בהתאם לאפשרויות. מיקום מרכזי ונגיש, קרוב לשירותים, מסחר ותחבורה ציבורית. מתאימה למגורים או להשקעה",1570000,,False,False,False,False,72,2026-08-26 17:46:49,2026-09-10T13:56:10+00:00,scg25tls,בני ברק,,סוקולוב,1,דירה,47310069,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/fzf39d9s,65,3.5,"באזור סוקולוב טאבו משותף 
3.5חד' 67מ""ר מתוכננת טוב
משופצת חדשה 
אפשר לקחת משכנתא כמה שרוצים",1580000,,False,False,False,False,,2026-08-25 14:47:55,2026-09-10T13:56:10+00:00,fzf39d9s,בני ברק,גבעת סוקולוב,אבן גבירול,3,דירה,54990241,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/6mn5y67x,49,2.0,"למכירה במיקום מבוקש בבני ברק 
רחוב בעל שם טוב 26 
סמוך לרחוב חזון איש 
דירת 2 חדרים + הול בקומה א
חזיתית 
שמורה מרווחת עם אופציות 

לפרטים ותיאום צרו קשר
יוסף קריספין YEKI NADLAN",1590000,,False,False,False,False,,2026-05-11 16:42:43,2026-09-10T13:56:10+00:00,6mn5y67x,בני ברק,"הפועל המזרחי ד', שיכון ד'",בעל שם טוב 26,1,דירה,75907457,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/ae6a2wa8,49,2.5,"למכירה ברחוב בעל שם טוב בבני ברק
דירת 2 וחצי חדרים ומרפסת שירות 
בקומה א
חזיתית ועם אופציות הרחבה 

לכל הפרטים ותיאום צרו קשר
יוסף קריספין YEKI NADLAN",1590000,,False,False,False,False,,2026-08-09 11:34:47,2026-09-10T13:56:10+00:00,ae6a2wa8,בני ברק,"הפועל המזרחי ד', שיכון ד'",בעל שם טוב,1,דירה,62950493,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/oaq0x9qx,65,3.0,למכירה מיידי 3 חדרים שהפכו אותה ל 4 חד' קומה ג' אחרונה יש אופציה לבניה בגג   אחד השכנים כבר בנה הבניין חרדי                                בלעדי ל'אפיקי נדלן בועז',1590000,,False,False,False,False,,2026-06-18 00:16:03,2026-09-10T13:56:10+00:00,oaq0x9qx,בני ברק,פרדס כץ,ביאליק,3,דירה,58002283,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/fgfxmjn1,63,3.0,"מכירה, דירה, קומה 2, בני ברק",1600000,,False,False,False,False,,2026-07-16 23:55:18,2026-09-10T13:56:10+00:00,fgfxmjn1,בני ברק,פרדס כץ,,2,דירה,77101215,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/ismebfnc,70,3.0,"בהרצוג דירת 3 חדרים כ70 מ""ר משופצת ונעימה. 
מה בנכס: 2 חדרי שינה, מטבח נפרד, סלון גדול, שירותים נפרד ואמבטיה, סוכה ודוד שמש. 
אופציה להרחבה 
מיקום אסטרטגי: דקות הליכה מתחנת הרכבת הקלה 
רחוב שקט ורגוע מרחק פסיעה מרבי עקיבא.
נמכרת ייחד עם הדירה מעליה לט""מ או למשקיעים... חפשו באתר דירה נוספת בבניין זה",1600000,,False,False,False,False,,2026-06-10 21:17:24,2026-09-10T13:56:10+00:00,ismebfnc,בני ברק,הר שלום,הרב הרצוג 43,3,דירה,42992854,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/amojyk0l,62,2.5,"מראה ביום ראשון 
עדכון מחיר 
~1.650.000~
*חדש 1.609.000*
ובית פתוח שבוע ללא תיווך
וחסיכון של 32k עמלת תיווך לשבוע הקרוב!!!
גמיש קצת לרציניים 

למכירה בזבוטינסקי 
מול טרם 
62 מר 
קומה 1 עורפית 
 משופצת מהיסוד 
אינסטלציה חדשה
מטבח חדש 
ריצוף חדש 
מרפסת קטנה לסוכה 
לפרטים נוספיo",1609000,,False,False,False,False,,2026-05-27 01:54:07,2026-09-10T13:56:10+00:00,amojyk0l,בני ברק,פרדס כץ,דרך זאב ז'בוטינסקי,1,דירה,51662227,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/5ytkn4vx,67,3.5,"דירה בטאבו משותף משופצת חדשה לא גרו בה אחרי שיפוץ 
3חד' 67מ""ר
סוכה",1620000,,False,False,False,False,,2026-07-15 14:47:39,2026-09-10T13:56:10+00:00,5ytkn4vx,בני ברק,גבעת סוקולוב,אבן גבירול,3,דירה,57596831,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/20wjk0k4,67,3.0,"דירת 3 חדרים.
 קומת קרקע (4 מדרגות) מתוך 3 - עורפית.
 67 מ""ר בנוי.
 יציאה לחצר 20 מ""ר.
 בקרבת גנים ובתי ספר.
 100 מטר מתחנת הרכבת הקלה (אהרונוביץ)",1650000,,False,False,False,False,,2026-08-23 09:52:58,2026-09-10T13:56:10+00:00,20wjk0k4,בני ברק,פרדס כץ,דרך זאב ז'בוטינסקי 131,0,דירה,85016676,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/3g02ccqt,60,3.0,"בדנגור דירת 3 חדרים 60 מטר מטופחת ויפה 
אופציה 35 מטר שכנים בנו
חזית לפארק 
שכנים טובים
מחיר גמיש",1650000,,False,False,False,False,,2026-07-08 12:45:16,2026-09-10T13:56:10+00:00,3g02ccqt,בני ברק,פרדס כץ,הרב דנגור,2,דירה,58323975,
